WRITERS,SOURCE,TERRITORY,REVENUE_TYPE,USAGE,SONG_ID,SONG_TITLE,NOTES,CONFIG,SELECTION,UNITS,BEG_PER,End_PER,AMOUNT_RECEIVED,SHARE,ROYALTY_AMT
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","PRS","UK","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Alliance Napster United Kingdom Limited Download / On Demand Streaming Service Single","","",2,"01/01/2016","06/30/2017",.000533,20.500000,.000109
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","PRS","UK","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Alliance Rhapsody United Kingdom Limited Download / On Demand Streaming Service Single","","",1,"01/01/2016","06/30/2017",.000400,20.500000,.000082
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","06025 1707936",37,"10/01/2017","12/31/2017",.760000,22.500000,.171000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","06025 1707936",7,"10/01/2017","12/31/2017",.140000,22.500000,.031500
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","06025 1707936",16,"10/01/2017","12/31/2017",.330000,22.500000,.074250
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDDOWNLD","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE","T","210044567",5,"07/01/2017","09/30/2017",.045240,22.000000,.009953
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDDOWNLD","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\Just A Little Love","T","416987070",3,"07/01/2017","09/30/2017",.015511,22.000000,.003412
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDDOWNLD","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE","F","",4,"07/01/2017","09/30/2017",.051706,22.000000,.011375
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - ONLINE DISTRIBUTIONS","CANADA","DPDDOWNLD","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","",0,"01/01/2013","09/30/2015",.511707,22.000000,.112576
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - GOOGLE INC. CANADA","CANADA","DPDDOWNLD","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE","T","e6bfcb31a9c498522022",2,"07/01/2017","09/30/2017",.022620,22.000000,.004976
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","PRS","UK","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single","","",2660,"10/01/2014","09/30/2017",.279307,20.500000,.057258
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","PRS","UK","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single","","",103,"10/01/2014","09/30/2017",.043254,20.500000,.008867
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","ASCAP","DOMESTIC","ASCAP","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Use: GN-IS General - Internet Interactive Self-Representing IHEART ALL ACCESS","","",0,"07/01/2017","09/30/2017",.009400,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","PRS","UK","DPDDOWNLD","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Alliance iTunes United Kingdom Permanent Download Service Single","","",1,"10/01/2014","09/30/2017",.004879,20.500000,.001000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","07314 5323222",4,"10/01/2017","12/31/2017",.080000,22.500000,.018000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","UMG RECORDINGS, INC.","DOMESTIC","DPDDOWNLD","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","USPR3 9402288",66,"10/01/2017","12/31/2017",1.350000,22.500000,.303750
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","NCB","SCANDINAVI","DPDDOWNLD","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","\\REBA MCENTIRE\GBSWE0811211","","289370885",1,"01/01/2010","06/30/2010",.003482,20.500000,.000714
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","ASCAP","DOMESTIC","ASCAP","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Use: GN-AM Internet Audio and Music Videos Pandora","","",0,"07/01/2017","09/30/2017",.177300,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","ASCAP","DOMESTIC","ASCAP","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Use: GN-IS General - Internet Interactive Self-Representing RHAPSODY","","",0,"07/01/2017","09/30/2017",.053700,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","ASCAP","DOMESTIC","ASCAP","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Use: GN-IN General - Internet Streaming SLACKER - WWW.SLACKER.COM","","",0,"07/01/2017","09/30/2017",.052090,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","ASCAP","DOMESTIC","ASCAP","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Use: GN-AM Internet Audio and Music Videos Pandora Premium","","",0,"07/01/2017","09/30/2017",.012530,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","ASCAP","DOMESTIC","ASCAP","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Use: GN-IS General - Internet Interactive Self-Representing ITUNIR","","",0,"07/01/2017","09/30/2017",.012890,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","ASCAP","DOMESTIC","ASCAP","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Use: GN-AM Internet Audio and Music Videos Pandora Plus","","",0,"07/01/2017","09/30/2017",.019330,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","ASCAP","DOMESTIC","ASCAP","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Use: GN-AM Internet Audio and Music Videos YOUTUBE - AUDIO PERFORMANCES","","",0,"07/01/2017","09/30/2017",.035800,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","ASCAP","DOMESTIC","ASCAP","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Use: GN-IN General - Internet Streaming APPLE SUBSCRIPTION (FREE TRIAL)","","",0,"07/01/2017","09/30/2017",.036870,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","ASCAP","DOMESTIC","ASCAP","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Use: GN-BA General - Background/Foreground AMI","","",0,"07/01/2017","09/30/2017",.030790,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","ASCAP","DOMESTIC","ASCAP","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Use: GN-IS General - Internet Interactive Self-Representing GROVIR","","",0,"07/01/2017","09/30/2017",.024790,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","AMI ENTERTAINMENT / ROWE INTERNATIONAL","DOMESTIC","DIGJUKEBOX","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","",35,"10/01/2017","12/31/2017",.047250,22.500000,.010631
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","ASCAP","DOMESTIC","ASCAP","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Use: GN-IS General - Internet Interactive Self-Representing SPOTIR","","",0,"07/01/2017","09/30/2017",.363460,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","ASCAP","DOMESTIC","ASCAP","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Use: GN-IS General - Internet Interactive Self-Representing SPOTIFY - ADDITIONAL INTERIM FEES","","",0,"07/01/2017","09/30/2017",.352280,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","PRS","UK","DPDDOWNLD","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Alliance Amazon United Kingdom Permanent Download Service Album","","",4,"10/01/2014","09/30/2017",.020309,20.500000,.004163
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","ASCAP","DOMESTIC","ASCAP","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Use: RD-PO Radio - Pop","","",0,"07/01/2017","09/30/2017",8.180840,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","ASCAP","DOMESTIC","ASCAP","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Use: GN-IN General - Internet Streaming APPLE SUBSCRIPTION","","",0,"07/01/2017","09/30/2017",.787690,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","ASCAP","DOMESTIC","ASCAP","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Use: RD-CO Radio - Country","","",0,"07/01/2017","09/30/2017",44.941280,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","ASCAP","DOMESTIC","ASCAP","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","Use: RD-SA Radio - Satellite SIRIRS","","",0,"07/01/2017","09/30/2017",3.842240,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","MUSIC REPORTS, INC. - AMAZON.COM","DOMESTIC","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","USPR39402288",139,"04/01/2013","09/30/2017",.013410,22.500000,.003017
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","MUSIC REPORTS, INC. - SLACKER","DOMESTIC","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","USPR39402288",180,"10/01/2009","09/30/2017",.134059,22.500000,.030163
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","MUSIC REPORTS, INC. - PANDORA","DOMESTIC","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","USPR39402288",290,"09/01/2016","12/31/2017",.111457,22.500000,.025078
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - CPCC (PRIVATE COPY)","CANADA","FORPERFORM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","",138,"01/01/2000","12/31/2002",.098272,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - ONLINE DISTRIBUTIONS","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","",0,"01/01/2013","09/30/2015",.010514,22.000000,.002313
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - CPCC (PRIVATE COPY)","CANADA","MECHANICAL","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","",4350,"01/01/2003","12/31/2009",4.323198,22.000000,.951104
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - SPOTIFY CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE","F","",318,"07/01/2017","09/30/2017",.030023,22.000000,.006605
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","MUSIC REPORTS, INC. - MIDWEST TAPES","DOMESTIC","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","USPR39402288",5,"08/01/2014","12/31/2017",.018836,22.500000,.004238
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","MEDIANET (FORMERLY MUSIC REPORTS, INC. - MEDIANET)","DOMESTIC","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","",1,"07/01/2017","12/31/2017",.000750,22.500000,.000169
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","RIGHTSFLOW INC. (VIA GOOGLE)","DOMESTIC","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","MAC RAE  JOHNNY/MORRISON  JIM  BOB/ZERFACE  BILL/ZERFACE","","USPR39402288",332,"02/01/2018","02/28/2018",.094536,22.500000,.021271
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","RIGHTSFLOW INC. (VIA GOOGLE)","DOMESTIC","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","MAC RAE  JOHNNY/MORRISON  JIM  BOB/ZERFACE  BILL/ZERFACE","","USPR39402288",314,"01/01/2018","01/31/2018",.085619,22.500000,.019264
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","RIGHTSFLOW INC. (VIA GOOGLE)","DOMESTIC","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","MAC RAE  JOHNNY/MORRISON  JIM  BOB/ZERFACE  BILL/ZERFACE","","USPR39402288",254,"12/01/2017","12/31/2017",.066863,22.500000,.015044
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","MUSIC REPORTS, INC. - PLAYNETWORK","DOMESTIC","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","",3,"10/01/2017","12/31/2017",.000180,22.500000,.000041
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up to Heaven","","19803071",335,"04/01/2016","06/30/2016",.072126,22.000000,.015868
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\You Lift me Up To Heaven","","416987070",15,"01/01/2016","03/31/2016",.004516,22.000000,.000994
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up to Heaven","","3452922",7,"01/01/2016","03/31/2016",.001737,22.000000,.000382
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up to Heaven","","210044567",127,"01/01/2016","03/31/2016",.025559,22.000000,.005623
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","PRS","UK","FORPERFORM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","",0,"01/01/2016","03/31/2016",.000000,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","PRS","UK","FORPERFORM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","",0,"07/01/2017","09/30/2017",.105616,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","TAIYO MUSIC INC.","JAPAN","MECHANICAL","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","",0,"10/01/2017","12/31/2017",.018628,22.777500,.004243
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","APRA","AUSTRALIA","FORPERFORM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","",0,"07/01/2017","09/30/2017",.029042,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","STIM","SCANDINAVI","FORPERFORM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","",0,"04/01/2017","06/30/2017",.002321,.000000,.000000
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up to Heaven","","19803071",307,"01/01/2016","03/31/2016",.073683,22.000000,.016210
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up to Heaven","","3452922",6,"10/01/2015","12/31/2015",.001411,22.000000,.000310
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up to Heaven","","19803071",332,"10/01/2015","12/31/2015",.055573,22.000000,.012226
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up to Heaven","","210044567",170,"10/01/2015","12/31/2015",.041205,22.000000,.009065
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up to Heaven","","3452922",3,"07/01/2015","09/30/2015",.000148,22.000000,.000033
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\You Lift me Up To Heaven","","416987070",4,"07/01/2017","09/30/2017",.000658,22.000000,.000145
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up to Heaven","","3452922",15,"07/01/2017","09/30/2017",.003626,22.000000,.000798
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up to Heaven","","19803071",626,"07/01/2017","09/30/2017",.136405,22.000000,.030009
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - CPCC (PRIVATE COPY)","CANADA","MECHANICAL","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","",15,"01/01/2016","12/31/2016",.190265,22.000000,.041858
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - GOOGLE INC. CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up To Heaven","F","5770dcaab0d10e12f659",118,"07/01/2017","09/30/2017",.013757,22.000000,.003027
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","UNIVERSAL MUSIC CANADA, INC.","CANADA","MECHANICAL","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","","","",57,"07/01/2017","09/30/2017",.561016,22.000000,.123424
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - GOOGLE INC. CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up To Heaven","F","009dd6fd8137c3126ba3",18,"07/01/2017","09/30/2017",.002111,22.000000,.000464
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - GOOGLE INC. CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up To Heaven","F","253575ad0d8c367f634b",84,"07/01/2017","09/30/2017",.009782,22.000000,.002152
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - GOOGLE INC. CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up To Heaven","F","511c305a95e597b4e6a9",2,"07/01/2017","09/30/2017",.000238,22.000000,.000052
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - GOOGLE INC. CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\You Lift me Up To Heaven","F","99bd82f7e1cdf961f827",2,"07/01/2017","09/30/2017",.000238,22.000000,.000052
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up to Heaven","","3452922",12,"01/01/2017","03/31/2017",.001647,22.000000,.000362
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up To Heaven","","1171112364",6,"01/01/2017","03/31/2017",.000980,22.000000,.000216
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\You Lift me Up To Heaven","","416987070",3,"01/01/2017","03/31/2017",.000832,22.000000,.000183
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up to Heaven","","19803071",621,"04/01/2017","06/30/2017",.135108,22.000000,.029724
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up to Heaven","","210044567",279,"04/01/2017","06/30/2017",.064980,22.000000,.014296
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up to Heaven","","3452922",21,"04/01/2017","06/30/2017",.005462,22.000000,.001202
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\You Lift me Up To Heaven","","416987070",10,"04/01/2017","06/30/2017",.001993,22.000000,.000438
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up To Heaven","","1171112364",8,"04/01/2017","06/30/2017",.000721,22.000000,.000159
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up to Heaven","","210044567",319,"07/01/2017","09/30/2017",.077678,22.000000,.017089
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\You Lift me Up To Heaven","","416987070",9,"07/01/2016","09/30/2016",.001656,22.000000,.000364
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up to Heaven","","3452922",11,"07/01/2016","09/30/2016",.002322,22.000000,.000511
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up to Heaven","","210044567",124,"07/01/2016","09/30/2016",.026364,22.000000,.005800
"FRED MACRAE\BOB MORRISON\JAMES ZERFACE\WILLIAM ZERFACE","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","UPTOHEAVEN","UP TO HEAVEN (YOU LIFT ME)","REBA MCENTIRE\(You Lift Me) Up to Heaven","","19803071",412,"07/01/2016","09/30/2016",.085583,22.000000,.018828
