title,artist,source,reference,product,income_type,income_period,rate,quantity,amount_received,percent_payable,amount_payable
"It's Not Safe","Bill Demain, Amy Rigby","Amazon Music Unlimited - USA","17582 ","Amazon Music","DIGI","04/20 - 04/20","0.0","16","0.02","50.0","0.01",
"It's Not Safe","Bill Demain, Amy Rigby","Amazon Music Unlimited - USA","18035 ","","DIGI","05/20 - 05/20","0.0","15","0.02","50.0","0.01",
"It's Not Safe","Bill Demain, Amy Rigby","Amazon Prime Music - USA","17112 ","Amazon Prime","DIGI","12/19 - 12/19","0.0","9","0.01","50.0","0.01",
"It's Not Safe","Bill Demain, Amy Rigby","Amazon Prime Music - USA","17114 ","Amazon Prime","DIGI","11/19 - 11/19","0.0","10","0.01","50.0","0.01",
"It's Not Safe","Bill Demain, Amy Rigby","Amazon Prime Music - USA","17130 ","Amazon Prime","DIGI","01/20 - 01/20","0.0","33","0.06","50.0","0.03",
"It's Not Safe","Bill Demain, Amy Rigby","Amazon Prime Music - USA","17534 ","Amazon Prime","DIGI","02/20 - 02/20","0.0","60","0.11","50.0","0.06",
"It's Not Safe","Bill Demain, Amy Rigby","Amazon Prime Music - USA","17571 ","Amazon Prime","DIGI","03/20 - 03/20","0.0","31","0.05","50.0","0.03",
"It's Not Safe","Bill Demain, Amy Rigby","Amazon Prime Music - USA","17580 ","Amazon Prime","DIGI","04/20 - 04/20","0.0","14","0.02","50.0","0.01",
"It's Not Safe","Bill Demain, Amy Rigby","Amazon Prime Music - USA","18033 ","","DIGI","05/20 - 05/20","0.0","14","0.02","50.0","0.01",
"It's Not Safe","Bill Demain, Amy Rigby","Apple, Inc. - USA","17309 ","Aimee Mann","DIGI","10/19 - 12/19","0.0","2,456","0.28","50.0","0.14",
"It's Not Safe","Bill Demain, Amy Rigby","Apple, Inc. - USA","17309 ","Amy Rigby","DIGI","10/19 - 12/19","0.0","176","0.02","50.0","0.01",
"It's Not Safe","Bill Demain, Amy Rigby","Apple, Inc. - USA","17309 ","Gentleman Reg","DIGI","10/19 - 12/19","0.0","724","0.09","50.0","0.04",
"It's Not Safe","Bill Demain, Amy Rigby","Apple, Inc. - USA","17934 ","Aimee Mann","MECH","01/20 - 03/20","0.0","2,148","0.23","50.0","0.12",
"It's Not Safe","Bill Demain, Amy Rigby","Apple, Inc. - USA","17934 ","Amy Rigby","MECH","01/20 - 03/20","0.0","928","0.09","50.0","0.05",
"It's Not Safe","Bill Demain, Amy Rigby","Apple, Inc. - USA","17934 ","Gentleman Reg","MECH","01/20 - 03/20","0.0","786","0.09","50.0","0.04",
"It's Not Safe","Bill Demain, Amy Rigby","CMRRA - Canada","17264 ","Apple","DIGI","07/17 - 09/17","0.0","0","0.09","50.0","0.05",
"It's Not Safe","Bill Demain, Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.0","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Google, Inc. - USA","17221 ","Aimee Mann","DIGI","10/19 - 12/19","0.0","310","0.09","50.0","0.05",
"It's Not Safe","Bill Demain, Amy Rigby","Google, Inc. - YouTube - USA","17464 ","","DIGI","10/19 - 12/19","0.0","380","0.23","50.0","0.12",
"It's Not Safe","Bill Demain, Amy Rigby","Music Reports, Inc. - USA","17006 ","Pandora Plus","DIGI","12/19 - 12/19","0.0","3","0.0","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Music Reports, Inc. - USA","17006 ","Pandora","DIGI","12/19 - 12/19","0.0","3","0.0","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Music Reports, Inc. - USA","17012 ","Standalone","DIGI","12/19 - 12/19","0.0","1","0.0","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Music Reports, Inc. - USA","17014 ","Amazon Music","DIGI","11/19 - 11/19","0.0","20","0.03","50.0","0.01",
"It's Not Safe","Bill Demain, Amy Rigby","Pandora - USA","17133 ","Pandora Plus","DIGI","01/20 - 01/20","0.0","3","0.0","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Pandora - USA","17133 ","Pandora","DIGI","01/20 - 01/20","0.0","4","0.0","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Pandora - USA","17523 ","Pandora Plus","DIGI","02/20 - 02/20","0.0","2","0.0","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Pandora - USA","17523 ","Pandora","DIGI","02/20 - 02/20","0.0","2","0.0","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Pandora - USA","17523 ","Pandora","DIGI","02/20 - 02/20","0.0","1","0.0","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Pandora - USA","17536 ","Pandora Plus","DIGI","03/20 - 03/20","0.0","5","0.0","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Pandora - USA","17536 ","Pandora","DIGI","03/20 - 03/20","0.0","1","0.0","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Pandora - USA","17583 ","Pandora Plus","DIGI","04/20 - 04/20","0.0","5","0.0","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Pandora - USA","17583 ","Pandora","DIGI","04/20 - 04/20","0.0","1","0.0","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Pandora - USA","18039 ","Amy Rigby","DIGI","05/20 - 05/20","0.0","6","0.0","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17424 ","Aimee Mann","DIGI","04/19 - 04/19","0.0","973","0.17","50.0","0.09",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17426 ","Aimee Mann","DIGI","05/19 - 05/19","0.0","1,102","0.23","50.0","0.11",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17426 ","Gentleman Reg","DIGI","05/19 - 05/19","0.0","67","0.01","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17428 ","Aimee Mann","DIGI","06/19 - 06/19","0.0","974","0.2","50.0","0.1",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17428 ","Gentleman Reg","DIGI","06/19 - 06/19","0.0","76","0.01","50.0","0.01",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17431 ","Aimee Mann","DIGI","07/19 - 07/19","0.0","1,218","0.24","50.0","0.12",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17431 ","Gentleman Reg","DIGI","07/19 - 07/19","0.0","56","0.01","50.0","0.01",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17434 ","Aimee Mann","DIGI","08/19 - 08/19","0.0","1,122","0.22","50.0","0.11",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17437 ","Aimee Mann","DIGI","09/19 - 09/19","0.0","968","0.2","50.0","0.1",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17437 ","Gentleman Reg","DIGI","09/19 - 09/19","0.0","60","0.01","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17440 ","Aimee Mann","DIGI","10/19 - 10/19","0.0","1,041","0.18","50.0","0.09",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17440 ","Gentleman Reg","DIGI","10/19 - 10/19","0.0","54","0.01","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17443 ","Aimee Mann","DIGI","11/19 - 11/19","0.0","1,122","0.2","50.0","0.1",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17443 ","Gentleman Reg","DIGI","11/19 - 11/19","0.0","55","0.01","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17446 ","Aimee Mann","DIGI","12/19 - 12/19","0.0","1,065","0.17","50.0","0.08",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17929 ","Aimee Mann","MECH","01/20 - 01/20","0.0","996","0.19","50.0","0.1",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17929 ","Gentleman Reg","MECH","01/20 - 01/20","0.0","90","0.01","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17930 ","Aimee Mann","MECH","02/20 - 02/20","0.0","1,176","0.22","50.0","0.11",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17930 ","Gentleman Reg","MECH","02/20 - 02/20","0.0","55","0.01","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17931 ","Aimee Mann","MECH","03/20 - 03/20","0.0","1,348","0.26","50.0","0.13",
"It's Not Safe","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17931 ","Gentleman Reg","MECH","03/20 - 03/20","0.0","45","0.01","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Tidal - USA","17524 ","Tidal - Premium","DIGI","03/20 - 03/20","0.0","4","0.0","50.0","0.0",
"Ivory Tower","Stacey Earle, Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.0","50.0","0.0",
"Just Someone I Had In Mind","Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.05","50.0","0.02",
"Keep It To Yourself","Bill Demain, Amy Rigby","AMI Entertainment, Inc. - USA","17362 ","Amy Rigby","DIGI","01/19 - 03/19","0.0","1","0.0","50.0","0.0",
"Keep It To Yourself","Bill Demain, Amy Rigby","Apple, Inc. - USA","17309 ","Amy Rigby","DIGI","10/19 - 12/19","0.0","178","0.04","50.0","0.02",
"Keep It To Yourself","Bill Demain, Amy Rigby","Apple, Inc. - USA","17309 ","Marti Jones","DIGI","10/19 - 12/19","0.0","106","0.03","50.0","0.01",
"Keep It To Yourself","Bill Demain, Amy Rigby","Apple, Inc. - USA","17934 ","Amy Rigby","MECH","01/20 - 03/20","0.0","548","0.12","50.0","0.06",
"Keep It To Yourself","Bill Demain, Amy Rigby","Apple, Inc. - USA","17934 ","Marti Jones","MECH","01/20 - 03/20","0.0","64","0.02","50.0","0.01",
"Keep It To Yourself","Bill Demain, Amy Rigby","CMRRA - Canada","17264 ","Apple","DIGI","07/17 - 09/17","0.0","0","0.06","50.0","0.03",
"Keep It To Yourself","Bill Demain, Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.05","50.0","0.02",
"Keep It To Yourself","Bill Demain, Amy Rigby","Google, Inc. - YouTube - USA","17464 ","","DIGI","10/19 - 12/19","0.0","128","0.06","50.0","0.03",
"Keep It To Yourself","Bill Demain, Amy Rigby","Legacy Productions, Inc. - USA","17555 ","Laura","MECH","01/20 - 01/20","0.0","500","22.75","50.0","11.38",
"Keep It To Yourself","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17434 ","Amy Rigby","DIGI","08/19 - 08/19","0.0","60","0.01","50.0","0.01",
"Keep It To Yourself","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17440 ","Amy Rigby","DIGI","10/19 - 10/19","0.0","48","0.01","50.0","0.0",
"Keep It To Yourself","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17443 ","Amy Rigby","DIGI","11/19 - 11/19","0.0","50","0.01","50.0","0.0",
"Keep It To Yourself","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17446 ","Amy Rigby","DIGI","12/19 - 12/19","0.0","45","0.01","50.0","0.0",
"Keep It To Yourself","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17929 ","Amy Rigby","MECH","01/20 - 01/20","0.0","185","0.04","50.0","0.02",
"Keep It To Yourself","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17929 ","Marti Jones","MECH","01/20 - 01/20","0.0","35","0.01","50.0","0.0",
"Keep It To Yourself","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17930 ","Amy Rigby","MECH","02/20 - 02/20","0.0","221","0.04","50.0","0.02",
"Keep It To Yourself","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17930 ","Marti Jones","MECH","02/20 - 02/20","0.0","39","0.01","50.0","0.0",
"Keep It To Yourself","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17931 ","Amy Rigby","MECH","03/20 - 03/20","0.0","69","0.02","50.0","0.01",
"Keep It To Yourself","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17931 ","Marti Jones","MECH","03/20 - 03/20","0.0","37","0.01","50.0","0.0",
"Keep It To Yourself","Bill Demain, Amy Rigby","The Orchard Enterprises, Inc. - USA","17393 ","Amy Rigby","DIGI","03/19 - 03/19","0.0","4","0.16","50.0","0.08",
"Keep It To Yourself","Bill Demain, Amy Rigby","The Orchard Enterprises, Inc. - USA","17397 ","Amy Rigby","DIGI","07/19 - 07/19","0.0","4","0.13","50.0","0.06",
"Keep It To Yourself","Bill Demain, Amy Rigby","The Orchard Enterprises, Inc. - USA","17398 ","Amy Rigby","DIGI","08/19 - 08/19","0.0","1","0.04","50.0","0.02",
"Keep It To Yourself","Bill Demain, Amy Rigby","The Orchard Enterprises, Inc. - USA","17400 ","Amy Rigby","DIGI","10/19 - 10/19","0.0","2","0.1","50.0","0.05",
"Keep It To Yourself","Bill Demain, Amy Rigby","The Orchard Enterprises, Inc. - USA","17401 ","Amy Rigby","DIGI","11/19 - 11/19","0.0","2","0.07","50.0","0.03",
"Keep It To Yourself","Bill Demain, Amy Rigby","The Orchard Enterprises, Inc. - USA","17402 ","Amy Rigby","DIGI","12/19 - 12/19","0.0","3","0.13","50.0","0.06",
"Knapsack","Amy Rigby","Amazon Music Unlimited - USA","17116 ","Amazon Music","DIGI","12/19 - 12/19","0.0","8","0.01","50.0","0.0",
"Knapsack","Amy Rigby","Amazon Music Unlimited - USA","17129 ","Amazon Music","DIGI","01/20 - 01/20","0.0","45","0.07","50.0","0.04",
"Knapsack","Amy Rigby","Amazon Music Unlimited - USA","17532 ","Amazon Music","DIGI","02/20 - 02/20","0.0","43","0.07","50.0","0.04",
"Knapsack","Amy Rigby","Amazon Music Unlimited - USA","17581 ","Amazon Music","DIGI","03/20 - 03/20","0.0","17","0.03","50.0","0.01",
"Knapsack","Amy Rigby","Amazon Music Unlimited - USA","17582 ","Amazon Music","DIGI","04/20 - 04/20","0.0","12","0.02","50.0","0.01",
"Knapsack","Amy Rigby","Amazon Music Unlimited - USA","18035 ","Amy Rigby","DIGI","05/20 - 05/20","0.0","9","0.01","50.0","0.01",
"Knapsack","Amy Rigby","Amazon Prime Music - USA","17112 ","Amazon Prime","DIGI","12/19 - 12/19","0.0","3","0.0","50.0","0.0",
"Knapsack","Amy Rigby","Amazon Prime Music - USA","17114 ","Amazon Prime","DIGI","11/19 - 11/19","0.0","4","0.01","50.0","0.0",
"Knapsack","Amy Rigby","Amazon Prime Music - USA","17130 ","Amazon Prime","DIGI","01/20 - 01/20","0.0","28","0.05","50.0","0.02",
"Knapsack","Amy Rigby","Amazon Prime Music - USA","17534 ","Amazon Prime","DIGI","02/20 - 02/20","0.0","28","0.05","50.0","0.03",
"Knapsack","Amy Rigby","Amazon Prime Music - USA","17571 ","Amazon Prime","DIGI","03/20 - 03/20","0.0","8","0.01","50.0","0.01",
"Knapsack","Amy Rigby","Amazon Prime Music - USA","17580 ","Amazon Prime","DIGI","04/20 - 04/20","0.0","4","0.01","50.0","0.0",
"Knapsack","Amy Rigby","Amazon Prime Music - USA","18033 ","Amy Rigby","DIGI","05/20 - 05/20","0.0","8","0.01","50.0","0.01",
"Knapsack","Amy Rigby","Apple, Inc. - USA","17309 ","Amy Rigby","DIGI","10/19 - 12/19","0.0","140","0.06","50.0","0.03",
"Knapsack","Amy Rigby","Apple, Inc. - USA","17934 ","Amy Rigby","MECH","01/20 - 03/20","0.0","275","0.12","50.0","0.06",
"Knapsack","Amy Rigby","CMRRA - Canada","17264 ","Apple","DIGI","07/17 - 09/17","0.0","0","0.13","50.0","0.07",
"Knapsack","Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.13","50.0","0.06",
"Knapsack","Amy Rigby","Google, Inc. - YouTube - USA","17464 ","","DIGI","10/19 - 12/19","0.0","20","0.03","50.0","0.02",
"Knapsack","Amy Rigby","IHEART Communications - USA","17131 ","iheart Premium","DIGI","01/20 - 01/20","0.0","12","0.0","50.0","0.0",
"Knapsack","Amy Rigby","Music Reports, Inc. - USA","17006 ","Pandora Plus","DIGI","12/19 - 12/19","0.0","4","0.0","50.0","0.0",
"Knapsack","Amy Rigby","Music Reports, Inc. - USA","17006 ","Pandora","DIGI","12/19 - 12/19","0.0","1","0.0","50.0","0.0",
"Knapsack","Amy Rigby","Music Reports, Inc. - USA","17014 ","Amazon Music","DIGI","11/19 - 11/19","0.0","13","0.02","50.0","0.01",
"Knapsack","Amy Rigby","Pandora - USA","17133 ","Pandora Plus","DIGI","01/20 - 01/20","0.0","7","0.0","50.0","0.0",
"Knapsack","Amy Rigby","Pandora - USA","17133 ","Pandora","DIGI","01/20 - 01/20","0.0","11","0.01","50.0","0.0",
"Knapsack","Amy Rigby","Pandora - USA","17523 ","Pandora Plus","DIGI","02/20 - 02/20","0.0","2","0.0","50.0","0.0",
"Knapsack","Amy Rigby","Pandora - USA","17523 ","Pandora","DIGI","02/20 - 02/20","0.0","5","0.0","50.0","0.0",
"Knapsack","Amy Rigby","Spotify USA, Inc. - USA","17426 ","Amy Rigby","DIGI","05/19 - 05/19","0.0","21","0.01","50.0","0.0",
"Knapsack","Amy Rigby","Spotify USA, Inc. - USA","17431 ","Amy Rigby","DIGI","07/19 - 07/19","0.0","26","0.01","50.0","0.01",
"Knapsack","Amy Rigby","Spotify USA, Inc. - USA","17434 ","Amy Rigby","DIGI","08/19 - 08/19","0.0","19","0.01","50.0","0.01",
"Knapsack","Amy Rigby","Spotify USA, Inc. - USA","17440 ","Amy Rigby","DIGI","10/19 - 10/19","0.0","52","0.02","50.0","0.01",
"Knapsack","Amy Rigby","Spotify USA, Inc. - USA","17443 ","Amy Rigby","DIGI","11/19 - 11/19","0.0","21","0.01","50.0","0.0",
"Knapsack","Amy Rigby","Spotify USA, Inc. - USA","17929 ","Amy Rigby","MECH","01/20 - 01/20","0.0","73","0.04","50.0","0.02",
"Knapsack","Amy Rigby","Spotify USA, Inc. - USA","17930 ","Amy Rigby","MECH","02/20 - 02/20","0.0","144","0.07","50.0","0.04",
"Knapsack","Amy Rigby","Spotify USA, Inc. - USA","17931 ","Amy Rigby","MECH","03/20 - 03/20","0.0","35","0.02","50.0","0.01",
"Knapsack","Amy Rigby","The Orchard Enterprises, Inc. - USA","17393 ","Amy Rigby","DIGI","03/19 - 03/19","0.0","4","0.3","50.0","0.15",
"Knapsack","Amy Rigby","The Orchard Enterprises, Inc. - USA","17397 ","Amy Rigby","DIGI","07/19 - 07/19","0.0","4","0.32","50.0","0.16",
"Knapsack","Amy Rigby","The Orchard Enterprises, Inc. - USA","17400 ","Amy Rigby","DIGI","10/19 - 10/19","0.0","1","0.09","50.0","0.04",
"Knapsack","Amy Rigby","The Orchard Enterprises, Inc. - USA","17402 ","Amy Rigby","DIGI","12/19 - 12/19","0.0","3","0.24","50.0","0.12",
"Knapsack","Amy Rigby","Tidal - USA","17524 ","Tidal - Premium","DIGI","03/20 - 03/20","0.0","3","0.0","50.0","0.0",
"Knapsack","Amy Rigby","Tidal - USA","17584 ","Tidal - Premium","DIGI","05/20 - 05/20","0.0","2","0.0","50.0","0.0",
"Laboratory Of Love","Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.01","50.0","0.0",
"Let Me In A Little Bit","Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.02","50.0","0.01",
"Magicians","Amy Rigby","Amazon Music Unlimited - USA","17116 ","Amazon Music","DIGI","12/19 - 12/19","0.0","10","0.01","50.0","0.01",
"Magicians","Amy Rigby","Amazon Music Unlimited - USA","17129 ","Amazon Music","DIGI","01/20 - 01/20","0.0","36","0.06","50.0","0.03",
"Magicians","Amy Rigby","Amazon Music Unlimited - USA","17532 ","Amazon Music","DIGI","02/20 - 02/20","0.0","22","0.04","50.0","0.02",
"Magicians","Amy Rigby","Amazon Music Unlimited - USA","17581 ","Amazon Music","DIGI","03/20 - 03/20","0.0","11","0.02","50.0","0.01",
"Magicians","Amy Rigby","Amazon Music Unlimited - USA","17582 ","Amazon Music","DIGI","04/20 - 04/20","0.0","7","0.01","50.0","0.01",
"Magicians","Amy Rigby","Amazon Music Unlimited - USA","18035 ","Amy Rigby","DIGI","05/20 - 05/20","0.0","10","0.01","50.0","0.01",
"Magicians","Amy Rigby","Amazon Prime Music - USA","17112 ","Amazon Prime","DIGI","12/19 - 12/19","0.0","27","0.03","50.0","0.02",
"Magicians","Amy Rigby","Amazon Prime Music - USA","17114 ","Amazon Prime","DIGI","11/19 - 11/19","0.0","6","0.01","50.0","0.0",
"Magicians","Amy Rigby","Amazon Prime Music - USA","17130 ","Amazon Prime","DIGI","01/20 - 01/20","0.0","41","0.07","50.0","0.04",
"Magicians","Amy Rigby","Amazon Prime Music - USA","17534 ","Amazon Prime","DIGI","02/20 - 02/20","0.0","36","0.07","50.0","0.03",
"Magicians","Amy Rigby","Amazon Prime Music - USA","17571 ","Amazon Prime","DIGI","03/20 - 03/20","0.0","13","0.02","50.0","0.01",
"Magicians","Amy Rigby","Amazon Prime Music - USA","17580 ","Amazon Prime","DIGI","04/20 - 04/20","0.0","5","0.01","50.0","0.0",
"Magicians","Amy Rigby","Amazon Prime Music - USA","18033 ","Amy Rigby","DIGI","05/20 - 05/20","0.0","6","0.01","50.0","0.0",
"Magicians","Amy Rigby","Apple, Inc. - USA","17309 ","Amy Rigby","DIGI","10/19 - 12/19","0.0","71","0.03","50.0","0.02",
"Magicians","Amy Rigby","Apple, Inc. - USA","17934 ","Amy Rigby","MECH","01/20 - 03/20","0.0","253","0.11","50.0","0.06",
"Magicians","Amy Rigby","CMRRA - Canada","17264 ","Apple","DIGI","07/17 - 09/17","0.0","0","0.08","50.0","0.04",
"Magicians","Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.08","50.0","0.04",
"Magicians","Amy Rigby","Google, Inc. - USA","17221 ","Amy Rigby","DIGI","10/19 - 12/19","0.0","9","0.01","50.0","0.0",
"Magicians","Amy Rigby","Google, Inc. - YouTube - USA","17464 ","","DIGI","10/19 - 12/19","0.0","32","0.02","50.0","0.01",
"Magicians","Amy Rigby","IHEART Communications - USA","17131 ","iheart Premium","DIGI","01/20 - 01/20","0.0","1","0.0","50.0","0.0",
"Magicians","Amy Rigby","Music Reports, Inc. - USA","17006 ","Pandora Plus","DIGI","12/19 - 12/19","0.0","29","0.01","50.0","0.01",
"Magicians","Amy Rigby","Music Reports, Inc. - USA","17006 ","Pandora","DIGI","12/19 - 12/19","0.0","5","0.0","50.0","0.0",
"Magicians","Amy Rigby","Music Reports, Inc. - USA","17014 ","Amazon Music","DIGI","11/19 - 11/19","0.0","10","0.01","50.0","0.01",
"Magicians","Amy Rigby","Pandora - USA","17133 ","Pandora Plus","DIGI","01/20 - 01/20","0.0","32","0.01","50.0","0.01",
"Magicians","Amy Rigby","Pandora - USA","17133 ","Pandora","DIGI","01/20 - 01/20","0.0","50","0.03","50.0","0.02",
"Magicians","Amy Rigby","Pandora - USA","17133 ","Pandora","DIGI","01/20 - 01/20","0.0","3","0.0","50.0","0.0",
"Magicians","Amy Rigby","Pandora - USA","17523 ","Pandora Plus","DIGI","02/20 - 02/20","0.0","31","0.01","50.0","0.01",
"Magicians","Amy Rigby","Pandora - USA","17523 ","Pandora","DIGI","02/20 - 02/20","0.0","22","0.02","50.0","0.01",
"Magicians","Amy Rigby","Pandora - USA","17536 ","Pandora Plus","DIGI","03/20 - 03/20","0.0","30","0.01","50.0","0.01",
"Magicians","Amy Rigby","Pandora - USA","17536 ","Pandora","DIGI","03/20 - 03/20","0.0","6","0.0","50.0","0.0",
"Magicians","Amy Rigby","Pandora - USA","17583 ","Pandora Plus","DIGI","04/20 - 04/20","0.0","28","0.01","50.0","0.01",
"Magicians","Amy Rigby","Pandora - USA","17583 ","Pandora","DIGI","04/20 - 04/20","0.0","7","0.01","50.0","0.0",
"Magicians","Amy Rigby","Pandora - USA","18039 ","Amy Rigby","DIGI","05/20 - 05/20","0.0","53","0.03","50.0","0.01",
"Magicians","Amy Rigby","Spotify USA, Inc. - USA","17437 ","Amy Rigby","DIGI","09/19 - 09/19","0.0","19","0.01","50.0","0.0",
"Magicians","Amy Rigby","Spotify USA, Inc. - USA","17440 ","Amy Rigby","DIGI","10/19 - 10/19","0.0","42","0.02","50.0","0.01",
"Magicians","Amy Rigby","Spotify USA, Inc. - USA","17443 ","Amy Rigby","DIGI","11/19 - 11/19","0.0","22","0.01","50.0","0.0",
"Magicians","Amy Rigby","Spotify USA, Inc. - USA","17929 ","Amy Rigby","MECH","01/20 - 01/20","0.0","50","0.02","50.0","0.01",
"Magicians","Amy Rigby","Spotify USA, Inc. - USA","17930 ","Amy Rigby","MECH","02/20 - 02/20","0.0","47","0.02","50.0","0.01",
"Magicians","Amy Rigby","The Orchard Enterprises, Inc. - USA","17393 ","Amy Rigby","DIGI","03/19 - 03/19","0.0","5","0.4","50.0","0.2",
"Magicians","Amy Rigby","The Orchard Enterprises, Inc. - USA","17397 ","Amy Rigby","DIGI","07/19 - 07/19","0.0","4","0.32","50.0","0.16",
"Magicians","Amy Rigby","The Orchard Enterprises, Inc. - USA","17400 ","Amy Rigby","DIGI","10/19 - 10/19","0.0","2","0.16","50.0","0.08",
"Magicians","Amy Rigby","The Orchard Enterprises, Inc. - USA","17402 ","Amy Rigby","DIGI","12/19 - 12/19","0.0","3","0.24","50.0","0.12",
"Magicians","Amy Rigby","Tidal - USA","17524 ","Tidal - Premium","DIGI","03/20 - 03/20","0.0","3","0.0","50.0","0.0",
"Magicians","Amy Rigby","Tidal - USA","17584 ","Tidal - Premium","DIGI","05/20 - 05/20","0.0","1","0.0","50.0","0.0",
"Needy Men","Amy Rigby","Amazon Music Free Tier - USA","17578 ","Ad-supported","DIGI","03/20 - 03/20","0.0","2","0.0","50.0","0.0",
"Needy Men","Amy Rigby","Amazon Music Free Tier - USA","17579 ","Ad-supported","DIGI","04/20 - 04/20","0.0","2","0.0","50.0","0.0",
"Needy Men","Amy Rigby","Amazon Music Free Tier - USA","18030 ","","DIGI","05/20 - 05/20","0.0","4","0.0","50.0","0.0",
"Needy Men","Amy Rigby","Amazon Music Unlimited - USA","17116 ","Amazon Music","DIGI","12/19 - 12/19","0.0","2","0.0","50.0","0.0",
"Needy Men","Amy Rigby","Amazon Music Unlimited - USA","17129 ","Amazon Music","DIGI","01/20 - 01/20","0.0","52","0.08","50.0","0.04",
"Needy Men","Amy Rigby","Amazon Music Unlimited - USA","17532 ","Amazon Music","DIGI","02/20 - 02/20","0.0","56","0.09","50.0","0.05",
"Needy Men","Amy Rigby","Amazon Music Unlimited - USA","17581 ","Amazon Music","DIGI","03/20 - 03/20","0.0","33","0.05","50.0","0.02",
"Needy Men","Amy Rigby","Amazon Music Unlimited - USA","17582 ","Amazon Music","DIGI","04/20 - 04/20","0.0","17","0.03","50.0","0.01",
"Needy Men","Amy Rigby","Amazon Music Unlimited - USA","18035 ","","DIGI","05/20 - 05/20","0.0","3","0.0","50.0","0.0",
