"Period","Period Description","STATEMENT FREQUENCY - 3/6","CLIENT CODE","Payee Code","SONG TITLE","SONG CODE","SCOMPNAM","SOURCE NAME","SOURCE OF INCOME CODE","INCOME TYPE : 01 - 25","PRODUCT / CATALOG NO","INCOME PERIOD - YYMM FROM &YYMM TO","DISTRIBUTION NO.","PERCENT RECEIVED BY SENDER OF MONEY","OUR SHARE - PERCENT RECEIVED BY US","FRACTION RCVD NUMERATOR","FRACTION RCVD DENOMINATOR","AMOUNT RECEIVED","UNITS SOLD","ROYALTY PAYABLE","PERCENTAGE PAYABLE","AT SOURCE RATE","COMPANY CODE","SUB CODE","ROY STMT NOTE NUMBER","Royalty Note","STAT ID, POS 1-2, YY","STAT ID, POS 3-7, 99999","ROYALTY COUNTRY CODE","SOURCE NAME"  
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","CTM BV                                  ","CPMH",21  ,"               ",20012003  ,0     ,.000     ,100.000  ,0    ,0    ,.02              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"ROMA","ROMANIA                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","CTM BV                                  ","CPMH",21  ,"               ",20012003  ,0     ,.000     ,25.000   ,0    ,0    ,.03              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"UKIN","UNITED KINGDOM                          "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","CTM BV                                  ","CPMH",47  ,"               ",20012003  ,0     ,.000     ,12.500   ,0    ,0    ,.01              ,0        ,.01              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"DENM","DENMARK                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","CTM BV                                  ","CPMH",47  ,"               ",20012003  ,0     ,.000     ,12.500   ,0    ,0    ,.50              ,0        ,.24              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"GERM","GERMANY                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","CTM BV                                  ","CPMH",47  ,"               ",20012003  ,0     ,.000     ,95.000   ,0    ,0    ,.04              ,0        ,.02              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"HUNG","HUNGARY                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","CTM BV                                  ","CPMH",47  ,"               ",20012003  ,0     ,.000     ,12.500   ,0    ,0    ,.25              ,0        ,.12              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"ITAL","ITALY                                   "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","CTM BV                                  ","CPMH",47  ,"               ",20012003  ,0     ,.000     ,12.500   ,0    ,0    ,.06              ,0        ,.03              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"UKIN","UNITED KINGDOM                          "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","CTM BV                                  ","CPMH",48  ,"               ",20012003  ,0     ,.000     ,25.000   ,0    ,0    ,.01              ,0        ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"DENM","DENMARK                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","CTM BV                                  ","CPMH",48  ,"               ",20012003  ,0     ,.000     ,25.000   ,0    ,0    ,.53              ,0        ,.38              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"GERM","GERMANY                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","CTM BV                                  ","CPMH",48  ,"               ",20012003  ,0     ,.000     ,.000     ,0    ,0    ,.02              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"ISRA","ISRAEL                                  "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","CTM BV                                  ","CPMH",48  ,"               ",20012003  ,0     ,.000     ,.000     ,0    ,0    ,.16              ,0        ,.11              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"ITAL","ITALY                                   "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","CTM BV                                  ","CPMH",48  ,"               ",20012003  ,0     ,.000     ,25.000   ,0    ,0    ,.52              ,0        ,.37              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"UKIN","UNITED KINGDOM                          "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","DOWNTOWN                                ","DOWN",1   ,"               ",20042006  ,0     ,.000     ,25.000   ,0    ,0    ,.08              ,0        ,.06              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3529   ,"RUSS","RUSSIA                                  "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","DOWNTOWN                                ","DOWN",48  ,"               ",20042006  ,0     ,.000     ,25.000   ,0    ,0    ,.14              ,0        ,.10              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3529   ,"RUSS","RUSSIA                                  "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",21  ,"               ",19051909  ,0     ,.000     ,.000     ,0    ,0    ,.11              ,0        ,.08              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3145   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",16012009  ,0     ,25.000   ,25.000   ,0    ,0    ,.02              ,63       ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",16012009  ,0     ,25.000   ,25.000   ,0    ,0    ,.09              ,235      ,.07              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",16012009  ,0     ,25.000   ,25.000   ,0    ,0    ,.02              ,71       ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",16012009  ,0     ,25.000   ,25.000   ,0    ,0    ,.06              ,220      ,.05              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",16012009  ,0     ,25.000   ,25.000   ,0    ,0    ,.18              ,621      ,.13              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",20042006  ,0     ,25.000   ,25.000   ,0    ,0    ,.02              ,62       ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",20042006  ,0     ,25.000   ,25.000   ,0    ,0    ,.05              ,138      ,.04              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",20042006  ,0     ,25.000   ,25.000   ,0    ,0    ,.05              ,186      ,.04              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",20042006  ,0     ,25.000   ,25.000   ,0    ,0    ,.06              ,205      ,.05              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",20042006  ,0     ,25.000   ,25.000   ,0    ,0    ,.18              ,609      ,.13              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/FAMIL",16012009  ,0     ,25.000   ,25.000   ,0    ,0    ,.40              ,2676     ,.29              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/FAMIL",16012009  ,0     ,25.000   ,25.000   ,0    ,0    ,.89              ,5904     ,.64              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/FAMIL",20042006  ,0     ,25.000   ,25.000   ,0    ,0    ,.42              ,2735     ,.30              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/FAMIL",20042006  ,0     ,25.000   ,25.000   ,0    ,0    ,.83              ,5334     ,.59              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/INDIV",16012009  ,0     ,25.000   ,25.000   ,0    ,0    ,.04              ,164      ,.03              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/INDIV",16012009  ,0     ,25.000   ,25.000   ,0    ,0    ,.04              ,187      ,.03              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/INDIV",16012009  ,0     ,25.000   ,25.000   ,0    ,0    ,1.03             ,3579     ,.74              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/INDIV",16012009  ,0     ,25.000   ,25.000   ,0    ,0    ,2.32             ,8067     ,1.65             ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/INDIV",20042006  ,0     ,25.000   ,25.000   ,0    ,0    ,.03              ,129      ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/INDIV",20042006  ,0     ,25.000   ,25.000   ,0    ,0    ,.05              ,214      ,.04              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/INDIV",20042006  ,0     ,25.000   ,25.000   ,0    ,0    ,1.26             ,4280     ,.90              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/INDIV",20042006  ,0     ,25.000   ,25.000   ,0    ,0    ,2.10             ,7117     ,1.49             ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/ITUNE",16012009  ,0     ,25.000   ,25.000   ,0    ,0    ,.02              ,7909     ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/ITUNE",16012009  ,0     ,25.000   ,25.000   ,0    ,0    ,.06              ,18380    ,.05              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/ITUNE",20042006  ,0     ,25.000   ,25.000   ,0    ,0    ,.03              ,8653     ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/ITUNE",20042006  ,0     ,25.000   ,25.000   ,0    ,0    ,.06              ,16684    ,.05              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/LYRIC",16012009  ,0     ,25.000   ,25.000   ,0    ,0    ,.03              ,116      ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/LYRIC",16012009  ,0     ,25.000   ,25.000   ,0    ,0    ,.09              ,293      ,.07              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/LYRIC",20042006  ,0     ,25.000   ,25.000   ,0    ,0    ,.03              ,112      ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/LYRIC",20042006  ,0     ,25.000   ,25.000   ,0    ,0    ,.07              ,235      ,.05              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/STUDE",16012009  ,0     ,25.000   ,25.000   ,0    ,0    ,.11              ,1021     ,.08              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/STUDE",16012009  ,0     ,25.000   ,25.000   ,0    ,0    ,.22              ,2061     ,.16              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/STUDE",20042006  ,0     ,25.000   ,25.000   ,0    ,0    ,.12              ,1065     ,.08              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/STUDE",20042006  ,0     ,25.000   ,25.000   ,0    ,0    ,.23              ,1984     ,.17              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/TRIAL",16012009  ,0     ,25.000   ,25.000   ,0    ,0    ,.04              ,829      ,.03              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/TRIAL",20042006  ,0     ,25.000   ,25.000   ,0    ,0    ,.04              ,774      ,.03              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/3FOR1",16012009  ,0     ,25.000   ,25.000   ,0    ,0    ,.01              ,91       ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/3FOR1",20042006  ,0     ,25.000   ,25.000   ,0    ,0    ,.01              ,83       ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"LYRICFIND      ",20032003  ,0     ,25.000   ,25.000   ,0    ,0    ,.08              ,521      ,.06              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3425   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"SPOTIFY USA INC",20042006  ,0     ,.000     ,25.000   ,0    ,0    ,9.83             ,0        ,7.01             ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3210   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"SPOTIFY USA INC",20042006  ,0     ,.000     ,25.000   ,0    ,0    ,1.06             ,0        ,.76              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3210   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"SPOTIFY USA INC",20072009  ,0     ,25.000   ,25.000   ,0    ,0    ,9.30             ,74952    ,6.62             ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3475   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"SPOTIFY USA INC",20072009  ,0     ,25.000   ,25.000   ,0    ,0    ,.98              ,8849     ,.70              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3475   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"WIMP MUSI/SR   ",19071907  ,0     ,25.000   ,25.000   ,0    ,0    ,.03              ,283      ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3053   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"WIMP MUSI/SR   ",19081908  ,0     ,25.000   ,25.000   ,0    ,0    ,.02              ,249      ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3053   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","HARRY FOX                               ","HFAC",48  ,"WIMP MUSI/SR   ",19091909  ,0     ,25.000   ,25.000   ,0    ,0    ,.02              ,247      ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3053   ,"USA ","USA                                     "
