Record Number,CAE Number,Rights Type,Distribution (posted),Usage Narrative,Usage Summary,Un-Notified Flag,Work Title,Amount (performance revenue),Share,Perf Start Date,Perf End Date,Prod Header,Broadcast Region,Production ID,Number of Perfs,Duration,IP1,IP2,IP3,IP4,Tunecode,ISWC,WID,Catalogue Number,Invoice Number,Currency,Works Share Transfer From,Works Share Transfer To,Old Share,New Share,Adjustment Reason
5739,00618760530,P,2019121,Irish (IMRO) Films,Overseas, ,Are You Getting Enough?,.17,16.67,01/01/2019,01/06/2019,Officially Amazing TG4 TV GENERAL, ,, , ,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5740,00618760530,P,2019121,Irish (IMRO) Films,Overseas, ,Are You Getting Enough?,.11,16.67,01/01/2019,01/06/2019,Officially Amazing TG4 TV GENERAL, ,, , ,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5741,00618760530,P,2019121,Israeli (ACUM) Films,Overseas, ,Are You Getting Enough?,.01,16.67,01/09/2018,01/09/2018,Junior Vets-Hebrew Version CABLE TV, ,, , ,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5742,00618760530,P,2019121,Israeli (ACUM) Films,Overseas, ,Are You Getting Enough?,.01,16.67,01/09/2018,01/09/2018,Junior Vets-Hebrew Version YES SATELLITE, ,, , ,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5743,00618760530,P,2019121,MTV Rocks (SPD),Television, ,Are You Getting Enough?,.03,16.67,01/07/2013,01/07/2013, ,MTV Rocks,,00000042,6844,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,B Unique Music,126716AN,T9107860219,126716AN, , , , , , , , 
5744,00618760530,P,2019121,Netherlands (BUMA) Films,Overseas, ,Are You Getting Enough?,.53,16.67,01/01/2012,31/12/2017,Impractical Jokers RTL5, ,, , ,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5745,00618760530,P,2019121,New Zealand Films,Overseas, ,Are You Getting Enough?,.17,16.67,01/01/2019,31/03/2019,Car Crash Britain Caught On Camera TV PAY NZ-DISCOVERY TURBO NZ, ,, , ,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5746,00618760530,P,2019121,New Zealand Films,Overseas, ,Are You Getting Enough?,.34,16.67,01/01/2019,31/03/2019,Car Crash Britain Caught On Camera TV PAY NZ-DISCOVERY TURBO NZ, ,, , ,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5747,00618760530,P,2019121,New Zealand Films,Overseas, ,Are You Getting Enough?,.41,16.67,01/01/2019,31/03/2019,Car Crash Britain Caught On Camera TV PAY NZ-DISCOVERY TURBO NZ, ,, , ,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5748,00618760530,P,2019121,Norwegian (TONO) Online,Overseas, ,Are You Getting Enough?,.01,16.67,01/01/2015,31/12/2019,Car Crash Britain TV2 SUMO, ,, , ,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5749,00618760530,P,2019121,Norwegian (TONO) Online,Overseas, ,Are You Getting Enough?,.02,16.67,01/01/2015,31/12/2019,Car Crash Britain TV2 SUMO, ,, , ,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5750,00618760530,P,2019121,Norwegian (TONO) Online,Overseas, ,Are You Getting Enough?,.02,16.67,01/01/2015,31/12/2019,Car Crash Britain Caught On Camera TV2 SUMO, ,, , ,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5751,00618760530,P,2019121,Norwegian (TONO) Online,Overseas, ,Are You Getting Enough?,.01,16.67,01/01/2015,31/12/2019,Car Crash Britain Caught On Camera TV2 SUMO, ,, , ,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5752,00618760530,P,2019121,Norwegian (TONO) Private Copying,Overseas, ,Are You Getting Enough?,.01,16.67,01/01/2017,31/12/2017,World's Toughest Jobs - Sheep Shearing BLANK TAPE: NRK3, ,, , ,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5753,00618760530,P,2019121,Paramount Channel High Peak,Television, ,Are You Getting Enough?,.01,16.67,20/08/2019,20/08/2019,Impractical Jokers  ,Paramount Channel,2312092592,00000001,8,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5754,00618760530,P,2019121,Paramount Channel High Peak,Television, ,Are You Getting Enough?,.01,16.67,20/08/2019,20/08/2019,Impractical Jokers  ,Paramount Channel,2312098041,00000001,9,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5755,00618760530,P,2019121,TLC Pan-Europe (SPD),Television, ,Are You Getting Enough?,.02,16.67,16/11/2017,16/11/2017, , ,7629960781, , ,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5756,00618760530,P,2019121,TV6 Norway (SPD),Television, ,Are You Getting Enough?,.22,16.67,04/01/2017,04/01/2017,Junior Bake Off  ,Retransmission 103,1765364854,00000012,126,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5757,00618760530,P,2019121,itv2 (SPD),Television, ,Are You Getting Enough?,.01,16.67,04/09/2017,04/09/2017,Dress To Impress  ,itv2,7631941643,00000018,482,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5758,00618760530,P,2019121,itv2 (SPD),Television, ,Are You Getting Enough?,.12,16.67,02/01/2018,02/01/2018,Dress To Impress  ,itv2,7631941643,00000038,942,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5759,00618760530,P,2019121,itv2 Low Peak,Television, ,Are You Getting Enough?,.4,16.67,30/07/2019,30/07/2019,Dress To Impress  ,itv2,7631468142,00000001,25,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5760,00618760530,P,2019121,itv2 Low Peak,Television, ,Are You Getting Enough?,.4,16.67,06/08/2019,06/08/2019,Dress To Impress  ,itv2,7631941643,00000001,25,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5761,00618760530,P,2019121,itv2 Low Peak,Television, ,Are You Getting Enough?,.21,16.67,22/08/2019,22/08/2019,Dress To Impress  ,itv2,7631940893,00000001,13,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5762,00618760530,P,2019121,itv2 Low Peak,Television, ,Are You Getting Enough?,.6,16.67,06/08/2019,06/08/2019,Dress To Impress  ,itv2,7631941643,00000001,37,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5763,00618760530,P,2019121,itv2 Low Peak,Television, ,Are You Getting Enough?,.21,16.67,11/07/2019,11/07/2019,Dress To Impress  ,itv2,7631940893,00000001,13,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5764,00618760530,P,2019121,itv2 Low Peak,Television, ,Are You Getting Enough?,.44,16.67,29/07/2019,29/07/2019,Dress To Impress  ,itv2,7631941053,00000001,27,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5765,00618760530,P,2019121,itv2 Non Peak,Television, ,Are You Getting Enough?,.24,16.67,07/08/2019,07/08/2019,Dress To Impress  ,itv2,7631941643,00000001,25,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5766,00618760530,P,2019121,itv2 Non Peak,Television, ,Are You Getting Enough?,.36,16.67,07/08/2019,07/08/2019,Dress To Impress  ,itv2,7631941643,00000001,37,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5767,00618760530,P,2019121,itv2 Non Peak,Television, ,Are You Getting Enough?,.24,16.67,31/07/2019,31/07/2019,Dress To Impress  ,itv2,7631468142,00000001,25,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5768,00618760530,P,2019121,itv2 Non Peak,Television, ,Are You Getting Enough?,.13,16.67,12/07/2019,12/07/2019,Dress To Impress  ,itv2,7631940893,00000001,13,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5769,00618760530,P,2019121,itv2 Non Peak,Television, ,Are You Getting Enough?,.26,16.67,30/07/2019,30/07/2019,Dress To Impress  ,itv2,7631941053,00000001,27,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5770,00618760530,P,2019121,itv2 Non Peak,Television, ,Are You Getting Enough?,.13,16.67,23/08/2019,23/08/2019,Dress To Impress  ,itv2,7631940893,00000001,13,Hull Thomas Edward Percy,Kane Miles Peter,Manderson Stephen,Bucks Music Group Ltd,126716AN,T9107860219,126716AN, , , , , , , , 
5771,00618760530,P,2019121,BBC Three (SPD),Television, ,At Your Inconvenience,.27,25,31/12/2018,31/12/2018,Some Girls  ,Retransmission 104 Non Peak,1324493191,00453263,16317468,Jeffreys Edwin John,Manderson Stephen Paul,Morrison Jason Karl,Bucks Music Group Ltd,088915EP,T9138202683,088915EP, , , , , , , , 
5772,00618760530,P,2019121,BBC Three (SPD),Television, ,At Your Inconvenience,5.13,25,31/12/2017,31/12/2017,Some Girls  ,Retransmission 104 Non Peak,1324493191,00213586,7689096,Jeffreys Edwin John,Manderson Stephen Paul,Morrison Jason Karl,Bucks Music Group Ltd,088915EP,T9138202683,088915EP, , , , , , , , 
5773,00618760530,P,2019121,BBC Three (SPD),Television, ,At Your Inconvenience,1.51,25,31/12/2017,31/12/2017,Some Girls  ,Retransmission 104 Non Peak,1324493191,00213586,7689096,Jeffreys Edwin John,Manderson Stephen Paul,Morrison Jason Karl,Bucks Music Group Ltd,088915EP,T9138202683,088915EP, , , , , , , , 
5774,00618760530,P,2019121,BBC Three (SPD),Television, ,At Your Inconvenience,.45,25,31/12/2017,31/12/2017,Some Girls  ,Retransmission 104 Non Peak,1324493191,00213586,7689096,Jeffreys Edwin John,Manderson Stephen Paul,Morrison Jason Karl,Bucks Music Group Ltd,088915EP,T9138202683,088915EP, , , , , , , , 
5775,00618760530,P,2019121,BBC Brit Nordic (SPD),Television, ,Avalon,6.82,14.75,05/07/2018,05/07/2018,The Rise Of Female Violence  ,BBC Brit Nordic,4950222710,00000075,4825,Juby Luke,Manderson Stephen,Murray James Terence,Omer Mustafa Armando Ibrahim,090592KN,T9113436525,090592KN, , , , , , , , 
5776,00618760530,P,2019121,BBC Brit Nordic (SPD),Television, ,Avalon,.23,14.75,05/07/2018,05/07/2018,The Rise Of Female Violence  ,BBC Brit Nordic,4950222710,00000075,4825,Juby Luke,Manderson Stephen,Murray James Terence,Omer Mustafa Armando Ibrahim,090592KN,T9113436525,090592KN, , , , , , , , 
5777,00618760530,P,2019121,BBC1 Network (SPD),Television, ,Avalon,.32,14.75,31/03/2018,31/03/2018,Football Focus 2018  ,BBC1 Network,7655688498,00000001,62,Juby Luke,Manderson Stephen,Murray James Terence,Omer Mustafa Armando Ibrahim,090592KN,T9113436525,090592KN, , , , , , , , 
5778,00618760530,P,2019121,Irish (IMRO) Online,Overseas, ,Avalon,.01,14.75,01/01/2019,01/06/2019,The Tommy Tiernan Show Ep3 VODAFONE TV - R, ,, , ,Juby Luke,Manderson Stephen,Murray James Terence,Omer Mustafa Armando Ibrahim,090592KN,T9113436525,090592KN, , , , , , , , 
5779,00618760530,P,2019121,MTV Denmark (SPD),Television, ,Avalon,.04,14.75,07/04/2018,07/04/2018,Geordie Shore  ,Retransmission 48,7533946442,00000001,32,Juby Luke,Manderson Stephen,Murray James Terence,Omer Mustafa Armando Ibrahim,090592KN,T9113436525,090592KN, , , , , , , , 
5780,00618760530,P,2019121,New Zealand Films,Overseas, ,Avalon,.02,14.75,01/01/2019,31/03/2019,Geordie Shore NZ SKY TV - MTV, ,, , ,Juby Luke,Manderson Stephen,Murray James Terence,Omer Mustafa Armando Ibrahim,090592KN,T9113436525,090592KN, , , , , , , , 
5781,00618760530,P,2019121,Norwegian (TONO) Private Copying,Overseas, ,Avalon,.01,14.75,01/01/2017,31/12/2017,The Rise Of Female Violence BLANK TAPE: NRK3, ,, , ,Juby Luke,Manderson Stephen,Murray James Terence,Omer Mustafa Armando Ibrahim,090592KN,T9113436525,090592KN, , , , , , , , 
5782,00618760530,P,2019121,itv2 High Peak,Television, ,Can't Dance Without You,.45,10,08/07/2019,08/07/2019,Love Island  ,itv2,7741196316,00000001,33,Allen Lily Rose Beatrice,Barnes Thomas Andrew Searle,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,155545KQ,T9155754102,155545KQ, , , , , , , , 
5783,00618760530,P,2019121,itv2 High Peak,Television, ,Can't Dance Without You,.69,10,27/07/2019,27/07/2019,Love Island: Unseen Bits  ,itv2,7741795661,00000001,51,Allen Lily Rose Beatrice,Barnes Thomas Andrew Searle,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,155545KQ,T9155754102,155545KQ, , , , , , , , 
5784,00618760530,P,2019121,itv2 High Peak,Television, ,Can't Dance Without You,.12,10,13/07/2019,13/07/2019,Love Island: Unseen Bits  ,itv2,7741795652,00000001,9,Allen Lily Rose Beatrice,Barnes Thomas Andrew Searle,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,155545KQ,T9155754102,155545KQ, , , , , , , , 
5785,00618760530,P,2019121,itv2 High Peak,Television, ,Can't Dance Without You,.14,10,13/07/2019,13/07/2019,Love Island: Unseen Bits  ,itv2,7741795652,00000001,10,Allen Lily Rose Beatrice,Barnes Thomas Andrew Searle,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,155545KQ,T9155754102,155545KQ, , , , , , , , 
5786,00618760530,P,2019121,CBBC (SPD),Television, ,City Of Gold,.11,15,20/02/2018,20/02/2018,Blue Peter  ,CBBC,7652929943,00000007,255,Bailey Lee Collin,Manderson Stephen,Murray James Terence,Omer Mustafa Armando Ibrahim,072134CR,T9056819795,072134CR, , , , , , , , 
5787,00618760530,P,2019121,CBBC (SPD),Television, ,City Of Gold,.01,15,13/04/2017,13/04/2017,Blue Peter  ,CBBC,7652929943,00000007,370,Bailey Lee Collin,Manderson Stephen,Murray James Terence,Omer Mustafa Armando Ibrahim,072134CR,T9056819795,072134CR, , , , , , , , 
5788,00618760530,P,2019121,Channel 4 (SPD),Television, ,Count On You,.01,13.75,05/08/2018,05/08/2018,Sunday Brunch  ,Channel 4,7679325088,00000002,42,Akpobi Jason,Manderson Stephen Paul,Nnaji Charles Oluwafunsho O I,Thomas Jordon Lee Titus,289791KN, ,289791KN, , , , , , , , 
5789,00618760530,P,2019121,Euro Cable Re-trans - BBC NEWS (SPD),Television, ,Count On You,.01,13.75,09/11/2018,09/11/2018, ,BBC NEWS,,00000008,222,Akpobi Jason,Manderson Stephen Paul,Nnaji Charles Oluwafunsho O I,Thomas Jordon Lee Titus,289791KN, ,289791KN, , , , , , , , 
5790,00618760530,P,2019121,Euro Cable Re-trans - BBC NEWS (SPD),Television, ,Count On You,.01,13.75,09/11/2018,09/11/2018, ,BBC NEWS,,00000008,222,Akpobi Jason,Manderson Stephen Paul,Nnaji Charles Oluwafunsho O I,Thomas Jordon Lee Titus,289791KN, ,289791KN, , , , , , , , 
5791,00618760530,P,2019121,ITV1 London Carlton (SPD),Television, ,Count On You,.03,13.75,31/07/2018,31/07/2018,Loose Women  ,itv London Carlton,7678182938,00000007,150,Akpobi Jason,Manderson Stephen Paul,Nnaji Charles Oluwafunsho O I,Thomas Jordon Lee Titus,289791KN, ,289791KN, , , , , , , , 
5792,00618760530,P,2019121,MTV Live HD Europe (NSPD),Television, ,Count On You,.23,13.75,27/08/2018,27/08/2018,Mtv Presents  ,Retransmission 90,7682048622,00000039,8385,Akpobi Jason,Manderson Stephen Paul,Nnaji Charles Oluwafunsho O I,Thomas Jordon Lee Titus,289791KN, ,289791KN, , , , , , , , 
5793,00618760530,P,2019121,MTV Live HD Europe (NSPD),Television, ,Count On You,3.21,13.75,27/08/2018,27/08/2018,Mtv Presents  ,Retransmission 90,7682048622,00000039,8385,Akpobi Jason,Manderson Stephen Paul,Nnaji Charles Oluwafunsho O I,Thomas Jordon Lee Titus,289791KN, ,289791KN, , , , , , , , 
5794,00618760530,P,2019121,MTV Live HD Europe (SPD),Television, ,Count On You,.05,13.75,27/08/2018,27/08/2018,Mtv Presents  ,Retransmission 90,7682048622,00000039,8385,Akpobi Jason,Manderson Stephen Paul,Nnaji Charles Oluwafunsho O I,Thomas Jordon Lee Titus,289791KN, ,289791KN, , , , , , , , 
5795,00618760530,P,2019121,4Seven Non Peak,Television, ,Do For You,.01,15,20/07/2019,20/07/2019,Come Dine With Me  ,4seven,5631559480,00000001,6,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5796,00618760530,P,2019121,Channel 4 Non Peak,Television, ,Do For You,.14,15,15/07/2019,15/07/2019,Come Dine With Me  ,Channel 4,5631559480,00000001,6,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5797,00618760530,P,2019121,itv2 (SPD),Television, ,Do For You,.01,15,07/09/2017,07/09/2017,Dress To Impress  ,itv2,7631941643,00000028,576,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5798,00618760530,P,2019121,itv2 (SPD),Television, ,Do For You,.11,15,05/01/2018,05/01/2018,Dress To Impress  ,itv2,7631941643,00000051,978,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5799,00618760530,P,2019121,itv2 Low Peak,Television, ,Do For You,.25,15,28/08/2019,28/08/2019,Dress To Impress  ,itv2,7631467888,00000001,17,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5800,00618760530,P,2019121,itv2 Low Peak,Television, ,Do For You,.07,15,27/08/2019,27/08/2019,Dress To Impress  ,itv2,7631467880,00000001,5,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5801,00618760530,P,2019121,itv2 Low Peak,Television, ,Do For You,.23,15,23/07/2019,23/07/2019,Dress To Impress  ,itv2,7631468131,00000001,16,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5802,00618760530,P,2019121,itv2 Low Peak,Television, ,Do For You,.51,15,06/08/2019,06/08/2019,Dress To Impress  ,itv2,7631941643,00000001,35,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5803,00618760530,P,2019121,itv2 Low Peak,Television, ,Do For You,.6,15,05/08/2019,05/08/2019,Dress To Impress  ,itv2,7631941637,00000001,41,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5804,00618760530,P,2019121,itv2 Low Peak,Television, ,Do For You,.25,15,17/07/2019,17/07/2019,Dress To Impress  ,itv2,7631467888,00000001,17,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5805,00618760530,P,2019121,itv2 Low Peak,Television, ,Do For You,.2,15,24/07/2019,24/07/2019,Dress To Impress  ,itv2,7631468127,00000001,14,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5806,00618760530,P,2019121,itv2 Low Peak,Television, ,Do For You,.23,15,17/07/2019,17/07/2019,Dress To Impress  ,itv2,7631467888,00000001,16,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5807,00618760530,P,2019121,itv2 Low Peak,Television, ,Do For You,.07,15,16/07/2019,16/07/2019,Dress To Impress  ,itv2,7631467880,00000001,5,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5808,00618760530,P,2019121,itv2 Low Peak,Television, ,Do For You,.23,15,28/08/2019,28/08/2019,Dress To Impress  ,itv2,7631467888,00000001,16,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5809,00618760530,P,2019121,itv2 Non Peak,Television, ,Do For You,.36,15,06/08/2019,06/08/2019,Dress To Impress  ,itv2,7631941637,00000001,41,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5810,00618760530,P,2019121,itv2 Non Peak,Television, ,Do For You,.14,15,18/07/2019,18/07/2019,Dress To Impress  ,itv2,7631467888,00000001,16,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5811,00618760530,P,2019121,itv2 Non Peak,Television, ,Do For You,.04,15,28/08/2019,28/08/2019,Dress To Impress  ,itv2,7631467880,00000001,5,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5812,00618760530,P,2019121,itv2 Non Peak,Television, ,Do For You,.15,15,29/08/2019,29/08/2019,Dress To Impress  ,itv2,7631467888,00000001,17,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5813,00618760530,P,2019121,itv2 Non Peak,Television, ,Do For You,.31,15,07/08/2019,07/08/2019,Dress To Impress  ,itv2,7631941643,00000001,35,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5814,00618760530,P,2019121,itv2 Non Peak,Television, ,Do For You,.15,15,18/07/2019,18/07/2019,Dress To Impress  ,itv2,7631467888,00000001,17,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5815,00618760530,P,2019121,itv2 Non Peak,Television, ,Do For You,.14,15,29/08/2019,29/08/2019,Dress To Impress  ,itv2,7631467888,00000001,16,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5816,00618760530,P,2019121,itv2 Non Peak,Television, ,Do For You,.14,15,24/07/2019,24/07/2019,Dress To Impress  ,itv2,7631468131,00000001,16,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5817,00618760530,P,2019121,itv2 Non Peak,Television, ,Do For You,.12,15,25/07/2019,25/07/2019,Dress To Impress  ,itv2,7631468127,00000001,14,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5818,00618760530,P,2019121,itv2 Non Peak,Television, ,Do For You,.04,15,17/07/2019,17/07/2019,Dress To Impress  ,itv2,7631467880,00000001,5,Ibrahim Hanni,Manderson Stephen,Bucks Music Group Ltd,Stellar Songs Limited,071133FV,T9111192484,071133FV, , , , , , , , 
5819,00618760530,P,2019121,Danish (KODA) Online,Overseas, ,Don't Piss Me Off,.02,25,01/01/1990,31/12/2019,Reparer Les Vivants VIAPLAY VOD (PERFORMING), ,, , ,Hayes Alexander Gareth Copus,Manderson Stephen,Scharff Jared Blake,Williams Andrew Anthony,089530FU,T9107964965,089530FU, , , , , , , , 
5820,00618760530,P,2019121,Danish (KODA) Online,Overseas, ,Don't Piss Me Off,.27,25,01/01/1990,31/12/2019,Reparer Les Vivants VIAPLAY VOD (PERFORMING), ,, , ,Hayes Alexander Gareth Copus,Manderson Stephen,Scharff Jared Blake,Williams Andrew Anthony,089530FU,T9107964965,089530FU, , , , , , , , 
5821,00618760530,P,2019121,Film4 (SPD),Television, ,Don't Piss Me Off,.02,25,12/11/2018,12/11/2018,Heal The Living  ,Film4,7512761480,00000001,56,Hayes Alexander Gareth Copus,Manderson Stephen,Scharff Jared Blake,Williams Andrew Anthony,089530FU,T9107964965,089530FU, , , , , , , , 
5822,00618760530,P,2019121,French (SACEM) Films,Overseas, ,Don't Piss Me Off,.37,25,27/05/2019,05/07/2019,Reparer Les Vivants CABLE FRANCE CHAINES CINEMA, ,, , ,Hayes Alexander Gareth Copus,Manderson Stephen,Scharff Jared Blake,Williams Andrew Anthony,089530FU,T9107964965,089530FU, , , , , , , , 
5823,00618760530,P,2019121,French (SACEM) Films,Overseas, ,Don't Piss Me Off,.01,25,27/05/2019,05/07/2019,Reparer Les Vivants CENTRE NATIONAL DU CINEMA, ,, , ,Hayes Alexander Gareth Copus,Manderson Stephen,Scharff Jared Blake,Williams Andrew Anthony,089530FU,T9107964965,089530FU, , , , , , , , 
5824,00618760530,P,2019121,French (SACEM) Films,Overseas, ,Don't Piss Me Off,.1,25,27/05/2019,05/07/2019,Reparer Les Vivants CENTRE NATIONAL DU CINEMA, ,, , ,Hayes Alexander Gareth Copus,Manderson Stephen,Scharff Jared Blake,Williams Andrew Anthony,089530FU,T9107964965,089530FU, , , , , , , , 
5825,00618760530,P,2019121,French (SACEM) Films,Overseas, ,Don't Piss Me Off,1.31,25,27/05/2019,05/07/2019,Reparer Les Vivants CINE+ GROUPE TV, ,, , ,Hayes Alexander Gareth Copus,Manderson Stephen,Scharff Jared Blake,Williams Andrew Anthony,089530FU,T9107964965,089530FU, , , , , , , , 
