Record Number,CAE Number,Rights Type,Distribution (posted),Usage Narrative,Un-Notified Flag,Work Title,Amount (performance revenue),Share,Perf Start Date,Perf End Date,Prod Header,Broadcast Region,Production ID,Number of Perfs,Duration,IP1,IP2,IP3,IP4,Tunecode,ISWC,WID,Catalogue Number,Invoice Number,Currency,Works Share Transfer From,Works Share Transfer To,Old Share,New Share,Adjustment Reason
1255,177149937,M,2016101,Alliance Apple Music Ireland Limited Download / On Demand Streaming Service Single, ,Stay,.0001,50,27/09/2015,, , ,,00000002, ,Bebe Winans,Nigel Philip Lowis, , ,027521AU,T9110688705,027521AU, ,208710,EUR, , , , , 
1256,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,Stay,.0049,50,27/09/2015,, , ,,00000050, ,Bebe Winans,Nigel Philip Lowis, , ,027521AU,T9110688705,027521AU, ,208569,GBP, , , , , 
1257,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,Stay,.0147,50,27/09/2015,, , ,,00000018, ,Bebe Winans,Nigel Philip Lowis, , ,027521AU,T9110688705,027521AU, ,208679,GBP, , , , , 
1258,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,Stay,.0067,50,27/09/2015,, , ,,00000008, ,Bebe Winans,Nigel Philip Lowis, , ,027521AU,T9110688705,027521AU, ,208567,GBP, , , , , 
1259,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,Stay,.0204,50,27/12/2015,, , ,,00000001, ,Bebe Winans,Nigel Philip Lowis, , ,027521AU,T9110688705,027521AU, ,208681,GBP, , , , , 
1260,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,Stay,.0224,50,28/02/2016,, , ,,00000001, ,Bebe Winans,Nigel Philip Lowis, , ,027521AU,T9110688705,027521AU, ,208688,GBP, , , , , 
1261,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,Stay,.0448,50,31/01/2016,, , ,,00000002, ,Bebe Winans,Nigel Philip Lowis, , ,027521AU,T9110688705,027521AU, ,208685,GBP, , , , , 
1262,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,Stay,.0224,50,27/12/2015,, , ,,00000001, ,Bebe Winans,Nigel Philip Lowis, , ,027521AU,T9110688705,027521AU, ,208682,GBP, , , , , 
1263,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Stay With Me,.027,50,31/03/2015,31/03/2015, , ,,00000035, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,244860,GBP, , , , , 
1264,177149937,M,2016101,Alliance IMVU United Kingdom Interactive Webcasting ( non- subscription ) Single, ,Stay With Me,.009,50,30/09/2012,30/09/2012, , ,,00000001, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q,1423555,232162,GBP, , , , , 
1265,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Stay With Me,.054,50,31/03/2015,31/03/2015, , ,,00000013, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,232188,GBP, , , , , 
1266,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Stay With Me,.009,50,31/03/2015,31/03/2015, , ,,00000002, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,232188,GBP, , , , , 
1267,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Stay With Me,.045,50,28/02/2015,28/02/2015, , ,,00000008, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,232184,GBP, , , , , 
1268,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Stay With Me,.072,50,31/01/2015,31/01/2015, , ,,00000013, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,232180,GBP, , , , , 
1269,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Stay With Me,.018,50,31/01/2015,31/01/2015, , ,,00000003, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,232180,GBP, , , , , 
1270,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Stay With Me,.018,50,31/12/2015,31/12/2015, , ,,00000004, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,232864,GBP, , , , , 
1271,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Stay With Me,.018,50,31/07/2015,31/07/2015, , ,,00000005, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,232836,GBP, , , , , 
1272,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Stay With Me,.072,50,30/04/2015,30/04/2015, , ,,00000014, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,232232,GBP, , , , , 
1273,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Stay With Me,.009,50,30/09/2015,30/09/2015, , ,,00000001, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,232874,GBP, , , , , 
1274,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Stay With Me,.009,50,31/12/2015,31/12/2015, , ,,00000003, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,232864,GBP, , , , , 
1275,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Stay With Me,.009,50,31/10/2015,31/10/2015, , ,,00000002, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,232860,GBP, , , , , 
1276,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Stay With Me,.018,50,30/04/2015,30/04/2015, , ,,00000002, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,232232,GBP, , , , , 
1277,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Stay With Me,.027,50,30/11/2015,30/11/2015, , ,,00000004, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,232862,GBP, , , , , 
1278,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Stay With Me,.009,50,31/05/2015,31/05/2015, , ,,00000002, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,232234,GBP, , , , , 
1279,177149937,M,2016101,Alliance Online Residuals PDS United Kingdom Permanent Download Service Single, ,Stay With Me,.072,50,31/12/2013,31/12/2013, , ,,00000001, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q,724452126,231209,GBP, , , , , 
1280,177149937,M,2016101,Alliance Online Residuals PDS United Kingdom Permanent Download Service Single, ,Stay With Me,.072,50,31/12/2013,31/12/2013, , ,,00000001, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q,16572447,231209,GBP, , , , , 
1281,177149937,M,2016101,Alliance YouTube United Kingdom User Generated Content Video, ,Stay With Me,.055,50,01/01/2016,01/01/2016, , ,,00000598, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,244708,USD, , , , , 
1282,177149937,M,2016101,Alliance YouTube United Kingdom User Generated Content Video, ,Stay With Me,.0138,50,01/07/2015,01/07/2015, , ,,00000697, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,218370,USD, , , , , 
1283,177149937,M,2016101,Alliance iTunes Cloud Services United Kingdom Subscription Permanent Download Service Single, ,Stay With Me,.009,50,12/08/2015,12/08/2015, , ,,00000064, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,245053,GBP, , , , , 
1284,177149937,M,2016101,Alliance iTunes Trinidad And Tobago Permanent Download Service Album, ,Stay With Me,.0194,50,16/08/2014,16/08/2014, , ,,00000001, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,216508,USD, , , , , 
1285,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,Stay With Me,.252,50,31/12/2013,31/12/2013, , ,,00000001, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q,16572447,231178,GBP, , , , , 
1286,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,Stay With Me,.252,50,31/12/2013,31/12/2013, , ,,00000001, ,Lowis Nigel Philip,Winans Bebe,Benny S Music, ,7796209Q,T9126712592,7796209Q, ,231178,GBP, , , , , 
1287,177149937,M,2016101,Alliance Apple Music Ireland Limited Download / On Demand Streaming Service Single, ,This Time,.0004,50,27/09/2015,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208725,EUR, , , , , 
1288,177149937,M,2016101,Alliance Apple Music Ireland Limited Download / On Demand Streaming Service Single, ,This Time,.0001,50,27/09/2015,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208710,EUR, , , , , 
1289,177149937,M,2016101,Alliance Apple Music Ireland Limited Download / On Demand Streaming Service Single, ,This Time,.0012,50,27/09/2015,, , ,,00000003, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208725,EUR, , , , , 
1290,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,This Time,.0073,50,27/09/2015,, , ,,00000075, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208569,GBP, , , , , 
1291,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,This Time,.0548,50,27/09/2015,, , ,,00000067, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208679,GBP, , , , , 
1292,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,This Time,.0074,50,27/09/2015,, , ,,00000009, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208679,GBP, , , , , 
1293,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,This Time,.0005,50,27/09/2015,, , ,,00000006, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208569,GBP, , , , , 
1294,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,This Time,.0017,50,27/09/2015,, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208567,GBP, , , , , 
1295,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,This Time,.0859,50,27/09/2015,, , ,,00000103, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208567,GBP, , , , , 
1296,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,This Time,.2076,50,27/09/2015,, , ,,00000254, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208679,GBP, , , , , 
1297,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,This Time,.0324,50,27/09/2015,, , ,,00000335, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208569,GBP, , , , , 
1298,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,This Time,.0242,50,27/09/2015,, , ,,00000029, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208567,GBP, , , , , 
1299,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,30/04/2015,30/04/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244864,GBP, , , , , 
1300,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,30/04/2015,30/04/2015, , ,,00000004, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244864,GBP, , , , , 
1301,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,30/04/2015,30/04/2015, , ,,00000012, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244862,GBP, , , , , 
1302,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.018,50,30/04/2015,30/04/2015, , ,,00000024, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244862,GBP, , , , , 
1303,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,31/05/2015,31/05/2015, , ,,00000015, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244868,GBP, , , , , 
1304,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,30/06/2015,30/06/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244876,GBP, , , , , 
1305,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,30/06/2015,30/06/2015, , ,,00000003, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244876,GBP, , , , , 
1306,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,30/06/2015,30/06/2015, , ,,00000007, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244878,GBP, , , , , 
1307,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,30/06/2015,30/06/2015, , ,,00000016, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244874,GBP, , , , , 
1308,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,31/07/2015,31/07/2015, , ,,00000008, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244884,GBP, , , , , 
1309,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,31/03/2015,31/03/2015, , ,,00000018, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244860,GBP, , , , , 
1310,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,28/02/2015,28/02/2015, , ,,00000011, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244850,GBP, , , , , 
1311,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,31/01/2015,31/01/2015, , ,,00000013, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244846,GBP, , , , , 
1312,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.036,50,30/09/2012,30/09/2012, , ,,00000004, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244818,GBP, , , , , 
1313,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.018,50,30/09/2012,30/09/2012, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244818,GBP, , , , , 
1314,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.036,50,31/08/2012,31/08/2012, , ,,00000004, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244816,GBP, , , , , 
1315,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.018,50,31/08/2012,31/08/2012, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244816,GBP, , , , , 
1316,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.045,50,31/03/2012,31/03/2012, , ,,00000005, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244814,GBP, , , , , 
1317,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.036,50,29/02/2012,29/02/2012, , ,,00000005, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244812,GBP, , , , , 
1318,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.018,50,29/02/2012,29/02/2012, , ,,00000003, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244812,GBP, , , , , 
1319,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.054,50,31/01/2012,31/01/2012, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244810,GBP, , , , , 
1320,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.027,50,30/11/2015,30/11/2015, , ,,00000035, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244908,GBP, , , , , 
1321,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,31/05/2015,31/05/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244870,GBP, , , , , 
1322,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Album, ,This Time,.0913,50,01/10/2015,, , ,,00000005, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,209707,EUR, , , , , 
1323,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Album, ,This Time,.0781,50,01/10/2015,, , ,,00000004, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,209707,EUR, , , , , 
1324,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Album, ,This Time,.0391,50,01/10/2015,, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,209707,EUR, , , , , 
1325,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Single, ,This Time,.0546,50,01/10/2015,, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,209708,EUR, , , , , 
1326,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,30/11/2015,30/11/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,232862,GBP, , , , , 
1327,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,This Time,.018,50,30/11/2015,30/11/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,232862,GBP, , , , , 
1328,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,31/01/2015,31/01/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,232180,GBP, , , , , 
1329,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,31/01/2015,31/01/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,232180,GBP, , , , , 
1330,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,31/01/2015,31/01/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,232182,GBP, , , , , 
1331,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,This Time,.018,50,31/01/2015,31/01/2015, , ,,00000003, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,232180,GBP, , , , , 
1332,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,28/02/2015,28/02/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,232184,GBP, , , , , 
1333,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,31/03/2015,31/03/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,232190,GBP, , , , , 
1334,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,31/03/2015,31/03/2015, , ,,00000003, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,232188,GBP, , , , , 
1335,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,30/04/2015,30/04/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,232232,GBP, , , , , 
1336,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,31/08/2015,31/08/2015, , ,,00000003, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,232838,GBP, , , , , 
1337,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,31/05/2015,31/05/2015, , ,,00000008, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,232240,GBP, , , , , 
1338,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,31/05/2015,31/05/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,232234,GBP, , , , , 
1339,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,30/04/2015,30/04/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,232232,GBP, , , , , 
1340,177149937,M,2016101,Alliance Online Residuals PDS Ireland Permanent Download Service Single, ,This Time,.0765,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A,14778706,231215,EUR, , , , , 
1341,177149937,M,2016101,Alliance Online Residuals PDS Ireland Permanent Download Service Single, ,This Time,.0765,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A,15498645,231215,EUR, , , , , 
1342,177149937,M,2016101,Alliance Online Residuals PDS Ireland Permanent Download Service Single, ,This Time,.0765,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A,14204389,231215,EUR, , , , , 
1343,177149937,M,2016101,Alliance Online Residuals PDS United Kingdom Permanent Download Service Single, ,This Time,.081,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A,14204389,231209,GBP, , , , , 
1344,177149937,M,2016101,Alliance Online Residuals PDS United Kingdom Permanent Download Service Single, ,This Time,.081,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A,14778706,231209,GBP, , , , , 
1345,177149937,M,2016101,Alliance Online Residuals PDS United Kingdom Permanent Download Service Single, ,This Time,.081,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A,15498645,231209,GBP, , , , , 
1346,177149937,M,2016101,Alliance RDIO United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,30/06/2014,30/06/2014, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,232574,GBP, , , , , 
1347,177149937,M,2016101,Alliance RDIO United Kingdom On Demand Subs Dual Single, ,This Time,.009,50,30/11/2014,30/11/2014, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,232960,GBP, , , , , 
1348,177149937,M,2016101,Alliance YouTube United Kingdom User Generated Content Video, ,This Time,.1374,50,01/01/2016,01/01/2016, , ,,00001507, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A, ,244708,USD, , , , , 
1349,177149937,M,2016101,Alliance iTunes Cloud Services United Kingdom Subscription Permanent Download Service Single, ,This Time,.126,50,12/08/2015,12/08/2015, , ,,00002004, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A,14778706,245053,GBP, , , , , 
1350,177149937,M,2016101,Alliance iTunes Cloud Services United Kingdom Subscription Permanent Download Service Single, ,This Time,.027,50,12/08/2015,12/08/2015, , ,,00000342, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A,14204389,245053,GBP, , , , , 
1351,177149937,M,2016101,Alliance iTunes Cloud Services United Kingdom Subscription Permanent Download Service Single, ,This Time,.018,50,12/08/2015,12/08/2015, , ,,00000219, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A,15498645,245053,GBP, , , , , 
1352,177149937,M,2016101,Alliance iTunes Ireland Permanent Download Service Single, ,This Time,.2524,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A,14778706,231186,EUR, , , , , 
1353,177149937,M,2016101,Alliance iTunes Ireland Permanent Download Service Single, ,This Time,.2524,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A,15498645,231186,EUR, , , , , 
1354,177149937,M,2016101,Alliance iTunes Ireland Permanent Download Service Single, ,This Time,.2524,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A,14204389,231186,EUR, , , , , 
